jobTitle,jobSkills,employer,city,state,geoCode
C++ Developer,Software engineering|Microsoft SQL Server|Oracle|Agile|Scrum,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Web server|MongoDB|XSLT|Apache Solr|SOAP|IDE,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Scrum|IDE|Java|HTTP,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
.Net Application Developer,Agile|C#|Programming|.NET|ASP,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,AngularJS|AML|SQL|Data modeling|Research|SOAP|Modeling|Programming|SDLC|IBM WebSphere|JavaScript,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Finance|Trading|C++|Java|Quantitative analyst,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
PHP Developer,Git|CSS|Web development|PHP|JavaScript,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
PHP Developer,MySQL|CSS|OOP|Recruitment,Big Data Services,Austin,TX,"30.267153,-97.7430608"
Android Developer,JSON|Android|Android|C++,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
.Net Developer,HTML|Programming|jQuery|SQL|QA|CSS|Agile|JavaScript|Ajax,Python code ninjas,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,QA|Computer|QA|QA|Research|XML|Programming,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Android Developer,QA|Programming|Java|Software,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,JavaScript|ASP.NET|C#,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Software development|HTML|Entity Framework,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
C# Developer,J2EE|MySQL|PHP|Software engineering,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
.Net Developer,OOD|Security|SQL|C#|Microsoft SQL Server|Backup|MySQL|Java|Crystal Reports|Oracle|PHP|DHTML,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
C# Developer,MySQL|ASP.NET|Java|Software engineering,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Application Developer,Security QA|Agile|Microsoft Excel|Change management|VSAM|CICS,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,PHP|Java|MySQL|ASP,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
PeopleSoft Developer,Application engine|SQR|PeopleSoft,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Business Intelligence Developer,Business intelligence|Business intelligence|Business intelligence,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Jenkins|Java|Agile|JavaScript|SQL,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Developer,Java|JavaScript|Bootstrap|C#|UI|ASP.NET|CSS|ASP.NET|UI|jQuery|jQuery,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,QA|UX|Java|SQL|Software|JDBC,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
iOS Developer,iOS|Software engineering|Objective-C|Wireframe,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
ETL Developer,Microsoft SSRS|Unix|IBM InfoSphere DataStage|ETL|IBM InfoSphere DataStage|IBM,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
PHP Developer,JavaScript|MySQL|Java|XML|XSLT,Acme Inc,New York,NY,"40.7127837,-74.0059413"
.Net Developer,ASP|Microsoft Excel|Microsoft SQL Server|MongoDB|ASP.NET|JavaScript,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
PHP Developer,Recruitment|PHP|JavaScript|HTML,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,CSS|HTML|AngularJS,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Python Developer,Apache HTTP Server|Agile|jQuery|Security QA,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Lead .Net Developer,Software|C#|Business requirements|Computer|.NET|Hardware,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
JavaScript Developer,CSS|HTML|UI|SQL|JavaScript|C#,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,ASP|C#|HTML|.NET|CSS,Big Data Services,Austin,TX,"30.267153,-97.7430608"
C++ Developer,Linux|Big data|C++|SQL|Unix|Software engineering,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Java|JavaScript|XML|PMD|Ext JS|JUnit|Agile|Groovy|JAX-WS,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Big Data Developer,Apache Spark|Data modeling|Big data,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Hudson|Git|Jenkins|J2EE,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Informatica Developer,Business intelligence|Modeling|QA|Software architecture|QA,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Web Developer,HTML|Software engineering|Python,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Database Developer,Data modeling|SQL|Database|Microsoft SQL Server|Wireless,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Java Developer,Algorithms|Database design|Agile|JavaScript,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,OOP|JavaScript|Web development,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Fullstack Developer,JavaScript|Programming|Database design|Biometrics|.NET|ASP.NET|CSS|C#|Multithreading|MongoDB,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
C# Developer,SQL|.NET|Modeling|C#|ASP.NET|JavaScript|Business requirements|ASP,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Embedded Engineer,Research|Project management|Lifecycle management|Java|Architecture,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Development management|Database design|COBOL|Git|CICS|Apache Subversion|QA|Agile,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Salesforce Developer,Software|Revision control|JavaScript|API|Java|Engineering|SDLC|Software,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
PHP Developer,PHP|Apache Subversion|HTML|JavaScript|QA|PostgreSQL,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,Programming|AngularJS|jQuery|CSS|JavaScript,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Engineering|Software engineering|Computer|Software,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,SQL|CSS|ASP|JavaScript|Electronic commerce|Microsoft SQL Server|Database design|SDLC,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
ETL Developer,Epiphany|SOAP|Architecture|Business Objects|QA|Scripting|PL/SQL,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Salesforce Developer,QA|HTML|Software development|JavaScript,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
Business Intelligence Analyst,Research|Recruitment|HTTP,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
ETL Developer,Informatica PowerCenter|Microsoft SQL Server|ETL|ETL|QA,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Business Intelligence Developer,Programming|VBA|SQL|Analytical skill|Microsoft SQL Server|Data modeling|Data warehouse,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
.Net Developer,.NET|API|ASP.NET|Business requirements|Agile,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Java UI Developer,SOAP|XML|Git|Enterprise JavaBeans|MySQL|HTML|IBM DB2|WSDL|DOM|JDBC|Ajax|jQuery|JavaScript|Microsoft SQL Server|Jenkins|Specification,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,Programming|CSS|HTML|SQL|QA,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Research|NoSQL|CSS,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Oracle|Architecture|Database design|IBM|SQL,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,Web applications|IT|.NET,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Lead Web Developer,CTO|Java|Computer|Software|Web development,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,Web browsers|QA|Agile|CSS|Electronic commerce|ERwin|HTML|MySQL|Git,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Embedded Engineer,Wireless|QA|Security|Software engineering,Acme Inc,Austin,TX,"30.267153,-97.7430608"
.Net Developer,Database design|ASP|Web server|Engineering|Software engineering|XSLT|.NET|ASP.NET|HTTP|IT management|Analytical skill|System testing,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
.Net Web Developer,HTML|Laboratory management|Software engineering|Hardware|JSP|SQL|API|Firmware|Specification|ASP.NET|Microsoft SQL Server|ADO|XML,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Embedded Engineer,Embedded systems|Embedded software|Software engineering|Hardware|Research,Big Data Services,Austin,TX,"30.267153,-97.7430608"
.Net Developer,Analytical skill|SQL|ASP.NET|Computer|ASP|XML|MySQL|Modeling|.NET|MySQL|Visual Basic|Programming,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Agile|SOAP|Ruby|Database design|QA|Software engineering,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
SharePoint Developer,HTML|XHTML|Microsoft SharePoint|jQuery|Security clearance,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
ETL Developer,Oracle|Informatica|IBM DB2,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Android Developer,Lotus|IBM Notes|Engineering|Java,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Teradata Developer,QA|Oracle|Data warehouse|Informatica administration|Unix,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
Oracle Developer,Scrum|Microsoft SQL Server|Database design|Data architecture|Architecture|NoSQL,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Game Developer,Property and casualty insurance|Design engineering|Software|Modeling|QA|QA|Computer|Artificial intelligence,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Linux|Amazon Web Services|Jenkins|iOS|DevOps|SaaS,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Business Intelligence Developer,Microsoft Certified Professional|Business intelligence|SQL,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
C# Developer,C#|Java|HTML|HTTP|Oracle|Research|ASP.NET|CSS|Consulting,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,Web development|Java|CSS|Video,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
Fullstack Developer,IT|JavaScript|C#|Software|Web design|Computer|Consulting,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Mobile Developer,Android|iOS|Mobile|iPhone|WCF|Objective-C,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,CSS|HTML|SQL|C#|MySQL|Oracle,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Lead UI Developer,AngularJS|Git|UI|JavaScript,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Agile|JavaScript|jQuery|CSS,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Security|Linux|Unix|Enterprise JavaBeans|Oracle,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
Lead .Net Developer,.NET|QA|UX|ASP.NET|API|Agile,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Web applications|C#|Software development|Software|Web development|C#,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,Agile|jQuery|MySQL|QA|Scrum,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Lead Developer,XML|Software|MySQL|SOAP|Software engineering|MySQL|Linux,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,Database|AngularJS|Programming|Programming,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
.Net Developer,.NET|C#|QA,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
SharePoint Developer,SQL|Programming|XML|C#|QA,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
PHP Developer,MySQL|HTML|JavaScript|OOP,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,Database design|HTML|SOAP|Software|Software,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Cloud Developer,RFID|Research|Bluetooth|AngularJS|Software engineering|TCP/IP|Hardware|Java,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
Oracle Developer,Workflow|Oracle EBS|Reporting,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,Modeling|Software|Computer|XSLT|HTTP|Research|Visual Basic|XML|SQL|MySQL|Programming|System testing,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,J2EE|Microsoft Outlook|SQL|Database|QA|EDI|Sybase,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
ETL Developer,Amazon Web Services|IBM InfoSphere DataStage|Big data|ETL,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Cyber Security Analyst,Linux administration|Security|Unix,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
UX Developer,JavaScript|UI|UX|Mobile Web|HTML|UI|Dart,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Business Intelligence Analyst,SQL|Data analysis|OLTP|Data architecture|Business intelligence,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,Web design|HTML|Java,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,FoxPro|SQL|Database design,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
C# Developer,Cloud|Web services|Visual Basic .NET|Software development|Web development|ASP.NET|C#|.NET,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Oracle Developer,Consulting|Oracle|Java,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Java Developer,HTML|Java|Computer|Engineering|Software,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
SharePoint Developer,Consulting|Modeling|Programming|HTTP,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,jQuery|OOD|Web browsers|JavaScript,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Salesforce Developer,API|Salesforce.com|jQuery|UX|HTML,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Big Data Developer,Apache Hive|Apache Hadoop|Apache Hadoop|Apache Oozie|Apache HBase|HDFS|MapReduce,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
C++ Developer,Programming|SDLC|TCP/IP,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,MySQL|Oracle|Programming|JavaScript|jQuery|MATLAB,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
Java Lead Developer,Java|Software development|Extreme programming|Agile,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Web browsers|Agile|Ajax|ASP|Java|CSS,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
MicroStrategy Developer,QA|QA|Programming|Analytical skill|Business intelligence|Verification and validation|Change management|MicroStrategy|QA,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
.Net Developer,Software|Software|Programming|IT management|Web server|Computer|ASP|Software engineering|Programming|SQL|Database design|XSLT,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Web Developer,Bootstrap|C|C++|Web applications|CSS,Big Data Services,New York,NY,"40.7127837,-74.0059413"
Fullstack Developer,Software engineering|iOS|SQL|Database design,IT Services and Networking Corp.,San Jose,CA,"37.3382082,-121.8863286"
PHP Developer,HTML|AngularJS|QA|Network|Bash|Oracle|CRM|MySQL|Microsoft Windows|PHP|DOS|MySQL|PostgreSQL|Salesforce.com,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
SAP ABAP Developer,SAP|ALE|Architecture,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Datastage Developer,Unix|Software|Engineering|Database|IT,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Business Intelligence Analyst,Agile|Web development|Git|CSS|Architecture|HTML|Data modeling|Graphics,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Java Developer,Analytical skill|Computer|SQL|Engineering|Java|Use cases|Software|Linux|IBM Rational ClearCase|Microsoft Windows|SDLC|HTML|QA,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Programming|Software engineering|Scrum|Java|JavaScript,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Application Developer,C++|JD Edwards|Software development,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,RESTful|JavaScript|UX,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,C#|ASP.NET|.NET|jQuery,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Frontend Developer,BOA|Backbone.js|Credit risk|Software development|Python|JavaScript,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Web development|Web design|Security,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Computer|Security|JavaScript|QA,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Database design|Algorithms|C++|Java,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Business Intelligence Developer,Business Objects|QA|Development management,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
.Net Developer,Python|ADO|Architecture|SQL|.NET|C#|ASP|Engineering|QA|Software|Database design,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Java|Back office|Apache HTTP Server|Multithreading,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
PHP Developer,PHP|CSS|DHTML|Software engineering|jQuery|SQL|XML,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Fullstack Developer,JavaScript|Consulting|CSS|.NET|SQL,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Business Intelligence Analyst,Business Objects|HTTP|Recruitment,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,Java|.NET|Database design,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Hudson|QA|Programming|Project management,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Oracle Developer,PL/SQL|Oracle|Database design,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Web Developer,Security|JavaScript|XML|ASP|ASP.NET|SQL|.NET,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
C++ Developer,Linux|Engineering|Network|SDLC|Algorithms|Unix|Software|Programming|Engineering,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
SharePoint Developer,jQuery|Content management|Architecture|HTTP|HTML|Consulting,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,Database design|JavaScript|AngularJS|UI,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
PHP Developer,Jenkins|Agile|PHP|TDD|Scrum|Database design,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
